,Name,Street,City,Location,status,sic
878414,SABAY LIMITED,"20 CHURCH STREET, ",LONDON,E153HX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
879655,SAFECLEAN CHIGWELL LTD,"FORTIS HOUSE, 160 LONDON ROAD",BARKING,IG118BB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
880171,SAFIAN (DRY CLEANERS) LIMITED,"52A SPRING GROVE ROAD, ",HOUNSLOW,TW34BN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
881064,SAIFANO LIMITED,"85 HIGH STREET, YIEWSLEY",WEST DRAYTON,UB77QH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
881296,SAINT CHARLES DRY CLEANERS LTD,"148 SHEPHERD'S BUSH ROAD, ",LONDON,W67PB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
883626,SAMANGEL DRY LINING LIMITED,"299A BETHNAL GREEN ROAD, ",LONDON,E26AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
884291,SAMS LINEN HIRE LIMITED,"39 CLARENDON GARDENS, ",WEMBLEY,HA97QW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
884782,SANA RICHMOND LTD,"77 MILSON ROAD, WEST KENSINGTON",LONDON,W140LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
885557,SANDROVO LTD,"23 SOMERSET GARDENS, CREIGHTON ROAD",LONDON,N178JF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
885922,SANITA'S CLEANERS LTD,"FLAT 8, COPPER BEECHES, 6 WITHAM ROAD",ISLEWORTH,TW74AW,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
886943,SAPPHIRE LAUNDRY LIMITED,"29-31 PAGES WALK, LONDON",LONDON,SE14SB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
887191,SARA-WEISH HAIR LIMITED,"32 WINGFIELD COURT, 4 NEWPORT AVENUE",LONDON,E142DR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
888713,SATIN IVY LAUNDRY SERVICE LIMITED,"80A ASHFIELD STREET, C/O: MUHIT & CO, UNIT 4",LONDON,E12BJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
889589,SAVILE ROW DRY CLEANERS LTD,"23 PARKTHORNE DRIVE, ",HARROW,HA27BU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
891125,SC WANTAGE LTD,"DEMSA ACCOUNTS, 278 LANGHAM ROAD",LONDON,N153NP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
894701,SE16 LAUNDRETTE & DRY CLEANERS LIMITED,"6 ROTHERHITHE STREET, GWENT COURT",LONDON,SE165SW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
898496,SELEN LIMITED,"178 HIGH STREET, ",ENFIELD,EN34EU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
900827,SERGEO LONDON LIMITED,"70 ELM PARK COURT, ELM PARK ROAD",PINNER,HA53LL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
902284,SEVEN STAR (UK) LTD,"17 LEELAND ROAD, ",LONDON,W139HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
902658,SEWCLEAN LIMITED,"40 HOMER STREET, ",LONDON,W1H4NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
904315,SHAHRAAZ LIMITED,"4 EAST STREET, ",BROMLEY,BR11QX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
906691,SHAYONA ENTERPRISE LTD,"28 MOWBRAY ROAD, ",EDGWARE,HA88JQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
908029,SHEPHERDS BUSH DRY CLEANING LIMITED,"75 PARK LANE, ",CROYDON,CR91XS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
908591,SHEZRAY LIMITED,"UNIT 2, 7C HIGH STREET",BARNET,EN55UE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
909007,SHIMMERS LONDON LTD,"61 ABBEVILLE ROAD, ",LONDON,SW49JW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
909092,SHINE DRYCLEANERS LTD,"17 ATHERSTONE COURT, DELAMERE TERRACE",LONDON,W26PE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
909675,SHIRT STREAM SERVICES LTD,"590 GREEN LANES, LONDON",LONDON,N135RY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
909758,SHIVA CLEANING LTD,"3 MONTPELIER AVENUE, ",BEXLEY,DA53AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
910198,SHOKR TRADING CO LTD,"35 BEAUFORT COURT ADMIRALS WAY, SOUTH QUAY WATERSIDE",LONDON,E149XL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
911263,SHREE CLEANING LTD,"3 MONTPELIER AVENUE, ",BEXLEY,DA53AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
911755,SHUMBA CLEANING SERVICES LTD,"WELLINGTON HOSTEL, LANSDOWN ROAD",CROYDON,CR02BX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
911957,SHYNAT LTD,"210 SOUTH STREET, ",ROMFORD,RM11TR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
912466,SIDCUP DRY CLEANERS LIMITED,"THE FOLD, 114 STATION ROAD",SIDCUP,DA157AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
914043,SILK DRYCLEANERS LIMITED,"122 FOREST HILL ROAD, ",LONDON,SE220RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
914203,SILKSTREAM DRYCLEANERS LTD,"BATTLE HOUSE, 1 EAST BARNET ROAD",BARNET,EN48RR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
914817,SILVER ROCK COMMERCIAL LIMITED,"112 HIGH ROAD, FIRST FLOOR",ILFORD,IG11BY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
917119,SIMPLY DRY CLEANERS LTD,"26 THE DRIVE, ",WALLINGTON,SM69LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
918824,SIR PLUS DC LIMITED,"32 WOODSTOCK GROVE, SHEPHERDS BUSH",LONDON,W128LE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
920246,SJ DRY CLEANERS LTD,"12 TORNAY HOUSE, COLLIER STREET",LONDON,N19DQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
920247,SJ DRY CLEANING SERVICES LIMITED,"317 DUNLIN HOUSE, GURNELL GROVE",LONDON,W130AG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
921475,SKH MANAGEMENT LTD,"3RD FLOOR, SCOTTISH MUTUAL HOUSE, 27-29 NORTH STREET",HORNCHURCH,RM111RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
924184,SLEEP CLEAN LTD,"4 GREEN LANE BUSINESS PARK, 238 GREEN LANES",LONDON,SE93TL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
924693,SLOANE CLEANERS LIMITED,"71 LOWER SLOANE STREET, LONDON",LONDON,SW1W8DA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
924694,SLOANE CLEANING SERVICES LIMITED,"4TH FLOOR TUITION HOUSE, 27-37 ST GEORGE'S ROAD",WIMBLEDON,SW194EU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
925565,SMART 'N' UP LTD,"26 HILLFIELD PARK, ",LONDON,N213QH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
925568,SMART 1 CLEANERS LIMITED,"104 PARKWAY, CAMDEN TOWN",LONDON,NW17AN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
925573,SMART 3 LTD,"UNIT 4, AZURA POINT, 44 WARTON ROAD",LONDON,E152JD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
925869,SMART EFE LTD,"8 CLOCK HOUSE PARADE, NORTH CIRCULAR ROAD",LONDON,N136BG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
925914,SMART EXPRESS DRY CLEANERS LIMITED,"184 GRAY'S INN ROAD, ",LONDON,WC1X8EW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
926396,SMART SET CLEANERS LIMITED,"215 GARRATT LANE, WANDSWORTH",LONDON,SW184DS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
927174,SMARTY CLEANING LTD,"51 TITCHFIELD ROAD, ",CARSHALTON,SM51PX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
927187,SMARTYPANTS LONDON LIMITED,"38 HIGH ROAD, ",LONDON,E182QL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
928529,SMOOTHIES DRY CLEANERS LIMITED,"427 UXBRIDGE ROAD, ",PINNER,HA54JR,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
929645,SNOW WHITE (HOLLOWAY) DRY CLEANER LIMITED,"173 HOLLOWAY ROAD, ",LONDON,N78LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
929649,SNOW WHITE DRYCLEANERS LTD,"360 RICHMOND ROAD, RICHMOND ROAD",TWICKENHAM,TW12DX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
929652,SNOW WHITE LAUNDRY & DRY CLEANERS LIMITED,"78 STROUD GREEN ROAD, ",LONDON,N43EN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
929780,SNOWHITE DRY CLEANERS LIMITED,"84 SOUTH ROAD, ",SOUTHALL,UB11RD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
930068,SO FRESH AND CLEAN LIMITED,"25 BETHECAR ROAD, ",HARROW,HA11SE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
932819,SOLEMAN DRY CLEANERS LIMITED,"6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
936932,SOUTH EASTERN LAUNDRETTES LIMITED,"1324-1326 HIGH ROAD, ",LONDON,N209HJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
937431,SOUTHALL CLEANERS LTD,"5 HAYRE DRIVE, ",SOUTHALL,UB25HG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
939779,SPARKLE LAUNDRETTE LIMITED,"7 STATION APPROACH, ",HAMPTON,TW122HY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
939822,SPARKLES CLEANERS LTD,"147 CRANBROOK ROAD, ILFORD",ESSEX,IG14PU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
939829,SPARKLES DRY CLEANING LTD,"512 KINGS ROAD, CHELSEA",LONDON,SW100LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
939850,SPARKLING CLOTHES CARE LTD,"292B HIGH STREET NORTH, ",LONDON,E126SA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
940183,SPATS (DRY CLEANERS) LIMITED,"CORONATION PARADE, 42 CANNON LANE",PINNER,HA51HW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
940414,SPEC CLEANING LTD,"61 PORTLAND ROAD, ",LONDON,SE254UN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
940636,SPECIALIST DRYCLEANERS ( STANMORE ) LTD,"29 NEW BROADWAY, ",HILLINGDON,UB100LL,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
940826,SPECKLESS DRY CLEANING LIMITED,"364 FULLWELL AVENUE, ",ILFORD,IG50SD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
941033,SPECTRUM GARMENT CARE LIMITED,"3 ORMEROD GARDENS, MITCHAM",SURREY,CR42LP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
942319,SPIN CYCLE LTD,"838 WICKHAM ROAD, ",CROYDON,CR08ED,Active,96010 - Washing and (dry-)cleaning of textile and fur products
942912,SPITALFIELD DRY CLEANERS LIMITED,"6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
942917,SPITALFIELDS DRY CLEANING LIMITED,"413 LEA BRIDGE ROAD, ",LONDON,E107EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
943026,SPLASH CLEANING SERVICES LTD,"2 PRINCESS PARADE, CROFTON ROAD",ORPINGTON,BR68NP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
943059,SPLASH VALETING (SOUTH EAST) LTD,"FLAT 527, GIVERNY HOUSE, WATER GARDENS SQUARE",LONDON,SE166RL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
944018,SPOT RAIDERS DRY CLEANING & LAUNDRY SERVICES LIMITED,"154 GREEN LANES, ",LONDON,N169DL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
944056,SPOTLESS DRY CLEANERS LIMITED,"723 GARRATT LANE, ",LONDON,SW170PD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
944124,SPOTS DRY CLEANERS (ISLINGTON) LTD,"8 CLOCK HOUSE PARADE, NORTH CIRCULAR ROAD",LONDON,N136BG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
944125,SPOTS DRY CLEANERS PRO LIMITED,"75 ALLEN ROAD, ",RAINHAM,RM139JX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
944389,SPRING FIELD DRYCLEANERS LIMITED,"19-20 BOURNE COURT, SOUTHEND ROAD",WOODFORD GREEN,IG88HD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
944967,SPRUCE LAUNDRY ENGINEERING & CONSULTANCY LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
946984,SSC (UK) LIMITED,"40 STATION ROAD, MANOR PARK",LONDON,E125BT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
947248,SSN LONDON LTD,"293 CRICKLEWOOD LANE, ",LONDON,NW22JL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
947488,ST  LAUNDRY SERVICES LTD,"8 PINNER VIEW, ",HARROW,HA14QA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
947719,ST DUNSTAN'S DRY CLEANERS LTD,"40 BEN JONSON ROAD, ",LONDON,E13NN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
947766,ST GEORGE ENTERPRISES LTD,"HARTFIELD PLACE, 40-44 HIGH STREET",NORTHWOOD,HA61BN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
950257,STAGCROWN LIMITED,"7 WESTMORELAND HOUSE, CUMBERLAND PARK",80 SCRUBS LANE,NW106RE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951181,STANFIELD DRY CLEANERS LTD,"153 FRANCISCAN ROAD, ",LONDON,SW178DS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951445,STANMORE DRY CLEANERS LIMITED,"101 UXBRIDGE ROAD, ",STANMORE,HA73NH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951555,STANTAINE LIMITED,"68 DITTON ROAD, SURBITON",SURREY,KT66RB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951661,STAPLEFORD LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951805,STAR CITY DRYCLEANERS LTD,"260 HIGH ROAD, ",LONDON,NW102EY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951870,STAR DRY CLEANERS LIMITED,"10 CLAYBURY BROADWAY, ",ILFORD,IG50LQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
951871,STAR DRY CLEANING CO LTD,"54 NEW ROAD, ",SEVEN KINGS,IG38AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
952031,STAR LAUNDRY LTD,"178 PHILIP LANE, ",LONDON,N154JW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
952711,STARKLEEN DRYCLEANERS LIMITED,"12 WILSMERE DRIVE, HARROW WEALD",HARROW,HA36BJ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
952768,STARLIGHT DRY CLEANING LIMITED,"180 LONDON ROAD, ",ROMFORD,RM79EU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
952790,STARLIGHT LAUNDRY LTD,"31  RIVER ROAD, ",BARKING,IG110DA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
953115,STARSHINE DRY CLEANERS LIMITED,"156A BURNT OAK BROADWAY, ",EDGWARE,HA80AX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
953522,STATE EXPRESS DRY CLEANERS LTD,"155A WEST GREEN ROAD, ",LONDON,N155EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
954286,STEAM & PRESS LTD,"792 WICKHAM ROAD, ",CROYDON,CR08EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
954303,STEAM TEAM DOMESTIC LIMITED,"SOLAR HOUSE, 282 CHASE ROAD",LONDON,N146NZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
954757,STEFANI LTD,"119A NORTHUMBERLAND PARK, ",LONDON,N170TL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
955006,STELLA STORES LIMITED,"6 CONDELL ROAD, BATTERSEA",LONDON,SW84JA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
956817,STEVENAGE LAUNDRY LTD,"4 ARKWRIGHT ROAD, ",SOUTH CROYDON,CR20LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
957508,STITCH & CLEAN DRYCLEANERS LTD,"43 UPTON LANE, FOREST GATE",LONDON,E79PA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
957515,STITCH AND DRY CLEANING LIMITED,"198 WEIR ROAD, ",LONDON,SW120NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
957521,STITCH IN TIME (GB) LTD,"9-11 MULBERRY WAY, SOUTH WOODFORD",LONDON,E181EB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
958802,STOP IRONING LIMITED,"1ST FLOOR, COMMERCE HOUSE, 1 RAVEN ROAD",SOUTH WOODFORD,E181HB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
959728,STOYANKA KARADZHOVA LTD,"9 APPLEBY CLOSE, ",LONDON,N155QZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
960580,STRATFORD DRY CLEANERS LIMITED,"269 HIGH STREET, ",STRATFORD,E152TF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
962016,STROUD GREEN LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
964923,SUDBURY DRY CLEANERS LONDON LTD,"806 HARROW ROAD, SUDBURY",WEMBLEY,HA03EL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
965364,SUIGA LIMITED,"ABACUS HOUSE, 367 BLANDFORD ROAD",BECKENHAM,BR34NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
965444,SUITS YOU DRY CLEANERS LTD,"20 KENTON PARK PARADE, KENTON ROAD",HARROW,HA38DQ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
966357,SUN BRIGHT  ENTERPRISE LTD,"19 WIMBLEDON ROAD, ",LONDON,SW170UG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
967782,SUNRISE VALETING CENTRE LIMITED,"239 BARKING ROAD, ",LONDON,E61LB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
968325,SUPER CLEAN DRY CLEANERS (SW) LTD,"95 BALHAM HIGH ROAD, ",LONDON,SW129AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
968679,SUPERCLEAN DRY CLEANERS LTD,"1 BEAUCHAMP COURT, 10 VICTORS WAY",BARNET,EN55TZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
968836,SUPERIOR DRY CLEANING LIMITED,"214 NORTH END ROAD, ",LONDON,W149NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
969099,SUPERSTAR DRY CLEANERS LIMITED,"SUPER DRY CLEANERS, 789 HIGH ROAD",LONDON,N178AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
969178,SUPERWASH (SIDCUP) LIMITED,"270 SHERWOOD PARK AVENUE, ",SIDCUP,DA159JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
969180,SUPERWASH LIMITED,"FRANCIS HOUSE, 2 PARK ROAD",BARNET,EN55RN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
969803,SURE CLEAN LIMITED,"15 MASWELL PARK ROAD, HOUNSLOW",MIDDLESEX,TW32DL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
969844,SURE SES LTD,"FLAT 3, 1 BARLOW PLACE",LONDON,W1J6DG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
970269,SURMA LAUNDRY LIMITED,"UNIT A ABBOTTS WHARF, 93 STAINSBY ROAD",LONDON,E146JL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
970495,SURREY LINNEN SERVICES LIMITED,"363 WEST BARNES LANE, ",NEW MALDEN,KT36JF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
971043,SUSSEX LAUNDRY & DRY CLEANERS LTD,"37 WARREN STREET, ",LONDON,W1T6AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
971081,SUSSEX WASH LAUNDRY SERVICES LIMITED,"DEANS HOUSE, 45-47 GORST ROAD PARK ROYAL",LONDON,NW106LS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
971546,SUVE & CO LIMITED,"121 WOOD END LAND, NORTHOLT",MIDDX,UB54JP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
972294,SW4 DRYCLEANERS LTD,"40 NORTH STREET, ",LONDON,SW40HD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
972516,SWAN DRYCLEANERS (LONDON) LIMITED,"101 WANSTEAD PARK ROAD, ILFORD",ESSEX,IG13TH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
972580,SWAN SPECIALIST LIMITED,"9 GREEN CLOSE, ",LONDON,NW98AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
974838,SYF CLEANER LTD,"33 RUNDELL CRESCENT, ",LONDON,NW43BS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
975036,SYLVIA GREY (LAUNDRIES) LTD,"UNIT 5, 23-35 GORST ROAD",LONDON,NW106LE,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
975037,SYLVIA GREY DRY CLEANERS LIMITED,"SABRE HOUSE UNIT 2 38 GORST ROAD, PARK ROYAL",LONDON,NW106LE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
976822,T & H TRADING LIMITED,"64 GIBBON ROAD, NUNHEAD",LONDON,SE153XE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
976939,T & T DRY CLEANING LIMITED,"4TH FLOOR IMPERIAL HOUSE, 15 KINGSWAY",LONDON,WC2B6UN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
978628,TA DRY CLEANERS LIMITED,"17 PLUMBERS ROW, UNIT 4, ",LONDON,E11EQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
979470,TAGDIRECT LIMITED,"19 STATION PARADE, EALING COMMON",LONDON,W53LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
979840,TAILORS CLEANERS & SON LIMITED,"55A DENMARK HILL, ",LONDON,SE58RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
979841,TAILORS DRY CLEANERS LIMITED,"71 HIGH STREET, BARNET",HERTFORDSHIRE,EN55UR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
979843,TAILORS SHOP LIMITED,"40 HOMER STREET, LONDON",LONDON,W1H4NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
982192,TANITA LIMITED,"172 WESTCOMBE HILL, ",LONDON,SE37DH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
983724,TASKON LTD,"65-67 MOSCOW ROAD, BST & GRD FLR",LONDON,W24JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
985455,TAYMANY LIMITED,"135 THE VALE, ",LONDON,W37RQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
986409,TDCLEANING77 LTD,"18 THE CAUSEWAY, ",CHESSINGTON,KT91DB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
987536,TECH DRY CLEANERS LIMITED,"VYMAN HOUSE, (2ND FLOOR), 104 COLLEGE ROAD",HARROW,HA11BQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
988231,TECHNIROM LIMITED,"4 ARGALL AVENUE, ",LONDON,E107QE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
993329,TEX CLEAN LTD,"147 CRANBROOK ROAD, ",ILFORD,IG14PU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
993370,TEXCARE DRY CLEANERS LIMITED,"28 ROSSLYN HILL, ",HAMPSTEAD,NW31NH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
994577,THAMES LAUNDERETTE AND DRY CLEANING LTD,"9A HIGH STREET, ",WEST DRAYTON,UB77QG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
994691,THAMES VALET (WALLINGFORD) LIMITED,"11 BONNERSFIELD CLOSE, HARROW",MIDDLESEX,HA12LQ,Liquidation,9301 - Wash & dry clean textile & fur
997638,THE BOUNDARY ESTATE LAUNDERETTE COMPANY LIMITED,"28 CALVERT AVENUE, LONDON",LONDON,E27JP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
998280,THE BUTLER SERVICE TRADING LIMITED,"25 HOLLAND ROAD, ",LONDON,E62EW,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
998914,THE CHEQUERS TEXTILE CARE LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
999205,THE CLEAN MACHINE (GB) LIMITED,"364 FULLWELL AVENUE, ",ILFORD,IG50SD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
999208,THE CLEAN TEAM LIMITED,"47 HIGH STREET, ",BARNET,EN55UW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
999210,THE CLEAN WASH COMPANY LTD,"144 TENNISON ROAD, ",LONDON,SE255NE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
999218,THE CLEANING CENTRE LIMITED,"16 STAMFORD HILL, ",LONDON,N166XZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
999313,THE CLOTHES SPA LIMITED,"37 FERNDOWN, ",NORTHWOOD,HA61PH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1001010,THE DOORSTEP LAUNDRY LTD,"THIRD FLOOR, 112 CLERKENWELL ROAD",LONDON,EC1M5SA,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
1002347,THE FINISHING TOUCH DRY CLEANERS LIMITED,"THE LONG LODGE 265-269, KINGSTON ROAD",WIMBLEDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1002872,THE FRESH COLLECTION LIMITED,"44 COMPTON CLOSE, CAMDEN TOWN",LONDON,NW13QS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1003805,THE GRAND DRY CLEANERS LIMITED,"THE LONG LODGE 265-269 KINGSTON ROAD, WIMBLEDON",LONDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1003975,THE GREEN DRY CLEAN COMPANY LTD,"RAEDAN 7 HENRIETTA STREET, COVENT GARDEN",LONDON,WC2E8PS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1004333,THE HALE VILLAGE DRY CLEANING CO LIMITED,"FLOOR 2 555-557 CRANBROOK ROAD, ",ILFORD,IG26HE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
