,name,address_1,address_2,post_town,postcode,sic_code_1,lat,long,borough
153,SHAH TANDOORI RESTAURANT LTD,17 LEIGH STREET,,LONDON,WC1H9EW,56102 - Unlicensed restaurants and cafes,51.526464000000004,-0.125039,Camden
154,UPPER FLEET LTD,BASEMENT TAVISTOCK HOTEL BEDFORD WAY,BEDFORD WAY,LONDON,WC1H9EU,56102 - Unlicensed restaurants and cafes,51.524240999999996,-0.12831700000000001,Camden
155,PORCUPINEICA LTD,LYNTON HOUSE,7-12 TAVISTOCK SQUARE,LONDON,WC1H9BQ,56102 - Unlicensed restaurants and cafes,51.525391,-0.12824100000000002,Camden
156,LIFE COFFEE LIMITED,16-18 WHIDBORNE ST,,LONDON,WC1H8EU,56102 - Unlicensed restaurants and cafes,51.528420000000004,-0.123662,Camden
157,THENGA CAFE LIMITED,120 CROMER STREET,,LONDON,WC1H8BS,56102 - Unlicensed restaurants and cafes,51.527648,-0.12425599999999999,Camden
158,BLOOMS CAFE LIMITED,5 BLOOMSBURY STREET,,LONDON,WC1B3QE,56102 - Unlicensed restaurants and cafes,51.517105,-0.127398,Camden
159,SALT & PEPPER CAFE LTD,5 BLOOMSBURY STREET,,LONDON,WC1B3QE,56102 - Unlicensed restaurants and cafes,51.517105,-0.127398,Camden
160,ELSAHM LIMITED,16 BLOOMSBURY STREET,ITALIA CAFE,LONDON,WC1B3QA,56102 - Unlicensed restaurants and cafes,51.517587,-0.127191,Camden
161,THAI CATERING LIMITED,THE LONDON OFFICE BLOOMSBURY WAY 40,LOWER GROUND FLOOR,LONDON,WC1A2SE,56102 - Unlicensed restaurants and cafes,51.517491,-0.125148,Camden
162,CMX (UK) LTD,10A COPTIC STREET,,LONDON,WC1A1NH,56102 - Unlicensed restaurants and cafes,51.517302,-0.12626600000000002,Camden
163,FERRETTI LONDON 1 LTD,82 NEW OXFORD STREET,,LONDON,WC1A1HB,56102 - Unlicensed restaurants and cafes,51.516921999999994,-0.128216,Camden
164,FUSHAN LIMITED,44 NEW OXFORD STREET,,LONDON,WC1A1ES,56102 - Unlicensed restaurants and cafes,51.517167,-0.12621400000000002,Camden
165,TENT LOUNGE LTD,474A HARROW ROAD,,LONDON,W93RU,56102 - Unlicensed restaurants and cafes,51.524116,-0.20073,Westminster
166,PERILICIOUS LTD,563 HARROW ROAD,,LONDON,W93QF,56102 - Unlicensed restaurants and cafes,51.525372999999995,-0.20356400000000002,Westminster
167,BEST CRISTAL KEBAB HOUSE LIMITED,407 HARROW ROAD,,LONDON,W93NF,56102 - Unlicensed restaurants and cafes,51.525153,-0.203861,Westminster
168,PI UNITED LTD,407 HARROW ROAD,,LONDON,W93NF,56102 - Unlicensed restaurants and cafes,51.525153,-0.203861,Westminster
169,SOOR CUISINE LIMITED,361 HARROW ROAD,,LONDON,W93NA,56102 - Unlicensed restaurants and cafes,51.524606,-0.20282999999999998,Westminster
170,DEEIGEL LTD,"FLAT 3,",253 SHIRLAND ROAD,LONDON,W93JW,56102 - Unlicensed restaurants and cafes,51.528399,-0.199725,Westminster
171,NATURFRESH LIMITED,211 SHIRLAND ROAD,,LONDON,W93JP,56102 - Unlicensed restaurants and cafes,51.528009999999995,-0.197881,Westminster
172,W9 GRILL HOUSE LTD,71 FERNHEAD ROAD,,LONDON,W93EY,56102 - Unlicensed restaurants and cafes,51.52815,-0.20113399999999998,Westminster
173,LES DOUCEURS DE LA TENTATION LIMITED,8 FERNHEAD ROAD,MAIDA VALE,LONDON,W93ET,56102 - Unlicensed restaurants and cafes,51.524752,-0.201758,Westminster
174,AL WAHHAB LIMITED,350 KILBURN LANE,,LONDON,W93EF,56102 - Unlicensed restaurants and cafes,51.53277,-0.205089,Westminster
175,CAFE NOIR LTD,314 KILBURN LANE,,LONDON,W93EF,56102 - Unlicensed restaurants and cafes,51.53277,-0.205089,Westminster
176,RESTRICTED COFFEE LIMITED,74 ASHMORE ROAD,,LONDON,W93DG,56102 - Unlicensed restaurants and cafes,51.527084,-0.20310699999999998,Westminster
177,BEAN & CRAFT LTD,203 PORTNALL ROAD,,LONDON,W93BL,56102 - Unlicensed restaurants and cafes,51.531867999999996,-0.20433199999999999,Westminster
178,LLH5 LTD,203 PORTNALL ROAD,,LONDON,W93BL,56102 - Unlicensed restaurants and cafes,51.531867999999996,-0.20433199999999999,Westminster
179,LE DIAMANT LTD,386 HARROW ROAD,,LONDON,W92HU,56102 - Unlicensed restaurants and cafes,51.523446,-0.196375,Westminster
180,ROSA CAFE LTD,12 SUTHERLAND AVENUE,,LONDON,W92HQ,56102 - Unlicensed restaurants and cafes,51.523522,-0.193719,Westminster
181,AL MUKHTAR RESTAURANT LTD,334 HARROW ROAD,,LONDON,W92HP,56102 - Unlicensed restaurants and cafes,51.522689,-0.19375599999999998,Westminster
182,ALKHALIL BAKERY & RESTAURANT LTD,334 HARROW ROAD,,LONDON,W92HP,56102 - Unlicensed restaurants and cafes,51.522689,-0.19375599999999998,Westminster
183,LEBANESE BAKERY LIMITED,334 HARROW ROAD,,LONDON,W92HP,56102 - Unlicensed restaurants and cafes,51.522689,-0.19375599999999998,Westminster
184,WADI & SONS LIMITED,326 HARROW ROAD,,LONDON,W92HP,56102 - Unlicensed restaurants and cafes,51.522689,-0.19375599999999998,Westminster
185,CAFE NOUR LIMITED,1 SUTHERLAND AVENUE,LONDON,,W92HE,56102 - Unlicensed restaurants and cafes,51.523288,-0.193109,Westminster
186,NOAMAN'S LIMITED,193 SHIRLAND ROAD,,LONDON,W92EU,56102 - Unlicensed restaurants and cafes,51.527512,-0.19586800000000001,Westminster
187,TIA RYAN LIMITED,144 SHIRLAND ROAD,,LONDON,W92BT,56102 - Unlicensed restaurants and cafes,51.527086,-0.195654,Westminster
188,W6 FOODS LIMITED,243 ELGIN AVE,,LONDON,W91NJ,56102 - Unlicensed restaurants and cafes,51.530253,-0.18584,Westminster
189,CHAPEAU FETTER LIMITED,25 LEITH MANSIONS,GRANTULLY ROAD,LONDON,W91LQ,56102 - Unlicensed restaurants and cafes,51.529211,-0.18942799999999999,Westminster
190,WATCH HOUSE COFFEE HOLDINGS LIMITED,25 LEITH MANSIONS,GRANTULLY ROAD,LONDON,W91LQ,56102 - Unlicensed restaurants and cafes,51.529211,-0.18942799999999999,Westminster
191,SLARA LIMITED,81 CASTELLAIN ROAD,,LONDON,W91EU,56102 - Unlicensed restaurants and cafes,51.527386,-0.19064,Westminster
192,TOAST CAFE LIMITED,3 LANARK PLACE,,LONDON,W91BT,56102 - Unlicensed restaurants and cafes,51.525459999999995,-0.17888099999999998,Westminster
193,VI HEALTHY LIVING LTD,53 HILLGATE PLACE,,LONDON,W87SS,56102 - Unlicensed restaurants and cafes,51.507540999999996,-0.198271,Kensington and Chelsea
194,JOVEL LONDON LTD,165 KENSINGTON HIGH STREET,,LONDON,W86SH,56102 - Unlicensed restaurants and cafes,51.499931,-0.19522799999999998,Kensington and Chelsea
195,E & R UK LIMITED,56 EARLS COURT ROAD,LONDON,,W86EG,56102 - Unlicensed restaurants and cafes,51.496085,-0.197138,Kensington and Chelsea
196,CAFFE TERRA (UK) LTD,213 KENSINGTON HIGH STREET,,LONDON,W86BD,56102 - Unlicensed restaurants and cafes,51.499423,-0.19666,Kensington and Chelsea
197,MY WAY TRADING LTD,OFFICE 4,219 KENSINGTON HIGH STREET,LONDON,W86BD,56102 - Unlicensed restaurants and cafes,51.499423,-0.19666,Kensington and Chelsea
198,REBECCA’S RESTAURANT LIMITED,OFFICE 4,219 KENSINGTON HIGH STREET,KENSINGTON,W86BD,56102 - Unlicensed restaurants and cafes,51.499423,-0.19666,Kensington and Chelsea
199,JOJO CAFFE LIMITED,29 KENSINGTON HIGH STREET,,LONDON,W85NP,56102 - Unlicensed restaurants and cafes,51.502045,-0.18828599999999998,Kensington and Chelsea
200,FABRIQUE LTD,ST. JAMES HOUSE,13 KENSINGTON SQUARE,LONDON,W85HD,56102 - Unlicensed restaurants and cafes,51.500289,-0.18926400000000002,Kensington and Chelsea
201,LEAFLIFE LTD,ST JAMES HOUSE,13 KENSINGTON SQUARE,LONDON,W85HD,56102 - Unlicensed restaurants and cafes,51.500289,-0.18926400000000002,Kensington and Chelsea
202,MASRIA FOOD COMPANY LTD,KENSINGTON PAVILION,96 KENSINGTON HIGH STREET,LONDON,W84SG,56102 - Unlicensed restaurants and cafes,51.501714,-0.192339,Kensington and Chelsea
203,GRANO E CAFE LTD,217 UXBRIDGE ROAD,,LONDON,W73TH,56102 - Unlicensed restaurants and cafes,51.508671,-0.339988,Ealing
204,CALDO LTD,143 UXBRIDGE ROAD,,LONDON,W73ST,56102 - Unlicensed restaurants and cafes,51.508924,-0.336304,Ealing
205,TICAM LIMITED,6 BRODWAY,,HANWELL,W73SS,56102 - Unlicensed restaurants and cafes,51.509142,-0.337802,Ealing
206,CONCRETE CATERERS LTD,122 UXBRIDGE ROAD,,LONDON,W73SL,56102 - Unlicensed restaurants and cafes,51.508594,-0.338471,Ealing
207,POLISH PARADISE RESTAURANT LTD,192 GREENFORD AVENUE,,LONDON,W73QT,56102 - Unlicensed restaurants and cafes,51.517693,-0.338327,Ealing
208,COSY LOUNGE GARDEN LTD,2 UXBRIDGE ROAD,,LONDON,W73PP,56102 - Unlicensed restaurants and cafes,51.508972,-0.331497,Ealing
209,COSY LOUNGE LTD,2-4 UXBRIDGE ROAD,,LONDON,W73PP,56102 - Unlicensed restaurants and cafes,51.508972,-0.331497,Ealing
210,NUMBER SIX COFFEE LIMITED,BOUNDARY HOUSE,BOSTON ROAD,HANWELL,W72QE,56102 - Unlicensed restaurants and cafes,51.496179999999995,-0.32479600000000003,Ealing
211,HORSESHOE CAFE LTD,68 BOSTON ROAD,,LONDON,W72ET,56102 - Unlicensed restaurants and cafes,51.505633,-0.336943,Ealing
212,MANOR CAFE MAZAR UK LIMITED,"11 BOSTON PARADE, BOSTON ROAD",,LONDON,W72DG,56102 - Unlicensed restaurants and cafes,51.496903,-0.32569899999999996,Ealing
213,MOUSELLI LIMITED,91 GREENFORD AVENUE,HANWELL,LONDON,W71HA,56102 - Unlicensed restaurants and cafes,51.516096999999995,-0.337419,Ealing
214,NGON HAMMERSMITH LIMITED,UNIT 30A BROADWAY SHOPPING CENTRE,HAMMERSMITH BROADWAY,LONDON,W69YD,56102 - Unlicensed restaurants and cafes,51.492304,-0.224556,Hammersmith and Fulham
215,RIVERHOUSE CAFE LTD,3 SOUTH BLACK LION LANE,,LONDON,W69TJ,56102 - Unlicensed restaurants and cafes,51.490387,-0.242348,Hammersmith and Fulham
216,SKITTLE ALLEY LONDON LIMITED,THE SKITTLE ALLEY THE BLACK LION,SOUTH BLACK LION LANE,HAMMERSMITH,W69TJ,56102 - Unlicensed restaurants and cafes,51.490387,-0.242348,Hammersmith and Fulham
217,2014 COFFEE HOUSE LTD,34 FULHAM PALACE ROAD,,LONDON,W69PH,56102 - Unlicensed restaurants and cafes,51.490403,-0.22375100000000003,Hammersmith and Fulham
218,EVERGREEN FULHAM LTD,58 FULHAM PALACE ROAD,HAMMERSMITH,LONDON,W69PH,56102 - Unlicensed restaurants and cafes,51.490403,-0.22375100000000003,Hammersmith and Fulham
219,Q GRILLS LIMITED,30 FULHAM PALACE ROAD,,LONDON,W69PH,56102 - Unlicensed restaurants and cafes,51.490403,-0.22375100000000003,Hammersmith and Fulham
220,ALAKCA LIMITED,167 KING STREET,,LONDON,W69JT,56102 - Unlicensed restaurants and cafes,51.492535,-0.23331999999999997,Hammersmith and Fulham
221,MAHDI LONDON LIMITED,215-217 KING STREET,,LONDON,W69JT,56102 - Unlicensed restaurants and cafes,51.492535,-0.23331999999999997,Hammersmith and Fulham
222,MAKI (THE BOWER) LIMITED,11 BEAVOR LANE,,LONDON,W69AR,56102 - Unlicensed restaurants and cafes,51.492471,-0.239148,Hammersmith and Fulham
223,MAKISAN LIMITED,11 BEAVOR LANE,,LONDON,W69AR,56102 - Unlicensed restaurants and cafes,51.492471,-0.239148,Hammersmith and Fulham
224,RICKSHAW WALA LIMITED,10 GREYHOUND ROAD,,LONDON,W68NX,56102 - Unlicensed restaurants and cafes,51.484991,-0.21839299999999998,Hammersmith and Fulham
225,SOLIC LIMITED,20 GREYHOUND ROAD,,LONDON,W68NX,56102 - Unlicensed restaurants and cafes,51.484991,-0.21839299999999998,Hammersmith and Fulham
226,CAFE BARCA LIMITED,115 FULHAM PALACE ROAD,HAMMERSMITH,LONDON,W68JA,56102 - Unlicensed restaurants and cafes,51.488551,-0.222518,Hammersmith and Fulham
227,S M T FULHAM LTD,125 FULHAM PALACE ROAD,HAMMERSMITH,LONDON,W68JA,56102 - Unlicensed restaurants and cafes,51.488551,-0.222518,Hammersmith and Fulham
228,VILLAGE RESTAURANT LONDON LTD,95 FULHAM PALACE ROAD,,LONDON,W68JA,56102 - Unlicensed restaurants and cafes,51.488551,-0.222518,Hammersmith and Fulham
229,SPICE GRILLS W6 LIMITED,4 SHEPHERDS BUSH ROAD,,LONDON,W67PJ,56102 - Unlicensed restaurants and cafes,51.502006,-0.222753,Hammersmith and Fulham
230,SUE'S KITCHEN LTD,8 BASEMENT OFFICES,SHEPHERDS BUSH ROAD,LONDON,W67PJ,56102 - Unlicensed restaurants and cafes,51.502006,-0.222753,Hammersmith and Fulham
231,ADAMS CAFE BROOK GREEN LIMITED,111 SHEPHERDS BUSH ROAD,,LONDON,W67LP,56102 - Unlicensed restaurants and cafes,51.497692,-0.22231599999999999,Hammersmith and Fulham
232,ADAMS CAFE LIMITED,111 SHEPHERDS BUSH ROAD,,HAMMERSMITH,W67LP,56102 - Unlicensed restaurants and cafes,51.497692,-0.22231599999999999,Hammersmith and Fulham
233,MIDPOINT CAFE LIMITED,156 HAMMERSMITH ROAD,,LONDON,W67JP,56102 - Unlicensed restaurants and cafes,51.493445,-0.21797199999999997,Hammersmith and Fulham
234,OVER UNDER COFFEE LIMITED,FLAT 4,66 HAMMERSMITH GROVE,LONDON,W67HA,56102 - Unlicensed restaurants and cafes,51.495605,-0.22633499999999998,Hammersmith and Fulham
235,OVER UNDER COFFEE SOHO LIMITED,FLAT 4,66 HAMMERSMITH GROVE,LONDON,W67HA,56102 - Unlicensed restaurants and cafes,51.495605,-0.22633499999999998,Hammersmith and Fulham
236,OVER UNDER COFFEE WHITE CITY LIMITED,FLAT 4,66 HAMMERSMITH GROVE,LONDON,W67HA,56102 - Unlicensed restaurants and cafes,51.495605,-0.22633499999999998,Hammersmith and Fulham
237,STREET EATS LTD,12B BROOK HOUSE SHEPHERDS BUSH ROAD,HAMMERSMITH BROADWAY,LONDON,W67AL,56102 - Unlicensed restaurants and cafes,51.49345,-0.22364699999999998,Hammersmith and Fulham
238,VEYSELDA LIMITED,340 A KING STREET,,LONDON,W60RR,56102 - Unlicensed restaurants and cafes,51.49367,-0.24234299999999998,Hammersmith and Fulham
239,WILD BUNCH JUICERY LTD,RAVENSCOURT HOUSE,322A KING STREET,LONDON,W60RR,56102 - Unlicensed restaurants and cafes,51.49367,-0.24234299999999998,Hammersmith and Fulham
240,CREDIT MUNCH CATERING LTD,160 KING STREET,,LONDON,W60QU,56102 - Unlicensed restaurants and cafes,51.492917,-0.23303200000000002,Hammersmith and Fulham
241,AMORET COFFEE LTD,11 BEADON ROAD,,LONDON,W60EA,56102 - Unlicensed restaurants and cafes,51.4933,-0.225546,Hammersmith and Fulham
242,LA PETITE BRETAGNE HAMMERSMITH LIMITED,5-7 BEADON ROAD,,LONDON,W60EA,56102 - Unlicensed restaurants and cafes,51.4933,-0.225546,Hammersmith and Fulham
243,VILLAGE FINE FOOD LTD,22 ALDENSLEY ROAD,,HAMMERSMITH,W60DH,56102 - Unlicensed restaurants and cafes,51.496857,-0.230733,Hammersmith and Fulham
244,ZINOVIA LTD,73 ST. MARYS ROAD,,LONDON,W55RG,56102 - Unlicensed restaurants and cafes,51.505465,-0.304535,Ealing
245,SIIRGISTA LTD,70 THE MALL,EALING BROADWAY,LONDON,W55LS,56102 - Unlicensed restaurants and cafes,51.513832,-0.301703,Ealing
246,UK PROSPER FOOD LTD,70 THE MALL,EALING BROADWAY,LONDON,W55LS,56102 - Unlicensed restaurants and cafes,51.513832,-0.301703,Ealing
247,SKY DISH LTD,UNIT 52F EALING BROADWAY CENTRE,THE BROADWAY,LONDON,W55JY,56102 - Unlicensed restaurants and cafes,51.512522,-0.303164,Ealing
248,THE MOON AND MAYBE LTD,56 ST. MARYS ROAD,,LONDON,W55EX,56102 - Unlicensed restaurants and cafes,51.504818,-0.306338,Ealing
249,OSCARS CAFE & CATERING LIMITED,34 ST. MARYS ROAD,,LONDON,W55EU,56102 - Unlicensed restaurants and cafes,51.506116999999996,-0.305462,Ealing
250,PAPERBACK INK LTD,18 ST. MARYS ROAD,,LONDON,W55ES,56102 - Unlicensed restaurants and cafes,51.507456,-0.30544099999999996,Ealing
251,TIRAMISU CAFE LIMITED,12 ST. MARYS ROAD,,LONDON,W55ES,56102 - Unlicensed restaurants and cafes,51.507456,-0.30544099999999996,Ealing
252,THE CORNER STATION CAFE LIMITED,26 THE GREEN,,LONDON,W55DA,56102 - Unlicensed restaurants and cafes,51.511014,-0.30518,Ealing
253,EALING GOURMET EATERY LTD,49 NEW BROADWAY,,LONDON,W55AH,56102 - Unlicensed restaurants and cafes,51.512575,-0.306822,Ealing
254,MOO'S SOCIAL COFFEE LOUNGE LIMITED,12 JULIEN ROAD,,LONDON,W54XA,56102 - Unlicensed restaurants and cafes,51.49825,-0.311754,Ealing
255,MON35 LIMITED,276 NORTHFIELD AVENUE,EALING,LONDON,W54UB,56102 - Unlicensed restaurants and cafes,51.498101,-0.31391399999999997,Ealing
256,JASSMIN LTD,1 HEREFORD ROAD,,LONDON,W54SE,56102 - Unlicensed restaurants and cafes,51.499146,-0.310302,Ealing
257,SALAD ONLY LIMITED,189 SOUTH EALING ROAD,,LONDON,W54RH,56102 - Unlicensed restaurants and cafes,51.49742,-0.305367,Ealing
258,LOOP CAFFEE LTD,"5 THE PAVEMENT, POPES LANE",,LONDON,W54NG,56102 - Unlicensed restaurants and cafes,51.499326,-0.300275,Hounslow
259,BIRDIE'S KITCHEN LIMITED,145 POPES LANE,POPES LANE,LONDON,W54ND,56102 - Unlicensed restaurants and cafes,51.500116999999996,-0.297847,Hounslow
260,WEST 5 KITCHEN LTD,13 ASHBOURNE PARADE,,LONDON,W53QS,56102 - Unlicensed restaurants and cafes,51.528933,-0.292029,Ealing
261,FOR ESPRESSO LTD,38 GRANGE PARK,GRANGE PARK,LONDON,W53PP,56102 - Unlicensed restaurants and cafes,51.508979,-0.296969,Ealing
262,ALEPPO HOUSE LIMITED,20B QUEENS PARADE,HANGER LANE,LONDON,W53HU,56102 - Unlicensed restaurants and cafes,51.516855,-0.290709,Ealing
263,NO. 11 COFFEE & CO LTD,44 BOILEAU ROAD,,LONDON,W53AH,56102 - Unlicensed restaurants and cafes,51.518421999999994,-0.288992,Ealing
264,D&M ROZEWICZ LTD,50 MOUNT PARK ROAD,,LONDON,W52RU,56102 - Unlicensed restaurants and cafes,51.521658,-0.30501500000000004,Ealing
265,ACTON NIGHTS LIMITED,42 MADELEY ROAD,,LONDON,W52LH,56102 - Unlicensed restaurants and cafes,51.515732,-0.300032,Ealing
266,STEIRERWEINE LTD,CRAVEN HOUSE 40-44 UXBRIDGE ROAD,EALING,LONDON,W52BS,56102 - Unlicensed restaurants and cafes,51.512671000000005,-0.312238,Ealing
267,FIDEX (UK) LIMITED,6 ROYAL PARADE,HANGER LANE,EALING,W51ET,56102 - Unlicensed restaurants and cafes,51.529499,-0.293205,Ealing
268,PALM EXPRESS LIMITED,11 ROYAL PARADE,,LONDON,W51ET,56102 - Unlicensed restaurants and cafes,51.529499,-0.293205,Ealing
269,GCH SERVICES LIMITED,49 CLEVELEY CRESCENT,,LONDON,W51DZ,56102 - Unlicensed restaurants and cafes,51.533902000000005,-0.292954,Ealing
270,ROOF CATERING LIMITED,69 HANGER LANE,,LONDON,W51DP,56102 - Unlicensed restaurants and cafes,51.533539000000005,-0.295808,Ealing
271,LEILA RESTAURANT LIMITED,43 GARRICK CLOSE,,LONDON,W51AS,56102 - Unlicensed restaurants and cafes,51.527509,-0.293005,Ealing
272,STARBUCKS CARD EUROPE LIMITED,BUILDING 4 CHISWICK PARK,566 CHISWICK HIGH ROAD,LONDON,W45YE,56102 - Unlicensed restaurants and cafes,51.495281,-0.276432,Hounslow
273,STARBUCKS COFFEE COMPANY (UK) LIMITED,BUILDING 4,CHISWICK PARK CHISWICK HIGH ROAD,LONDON,W45YE,56102 - Unlicensed restaurants and cafes,51.495281,-0.276432,Hounslow
274,MADHU SUBS LTD,"OFFICE GOLD, BUILDING 3","CHISWICK PARK, 566 CHISWICK HIGH ROAD",LONDON,W45YA,56102 - Unlicensed restaurants and cafes,51.494663,-0.276038,Hounslow
275,QUARTERDAY LTD,"UNIT 136, THE LIGHT BOX 111 POWER ROAD",CHISWICK,LONDON,W45PY,56102 - Unlicensed restaurants and cafes,51.493732,-0.279977,Hounslow
276,SUCUK LIMITED,181 ACTON LANE,CHISWICK,LONDON,W45DA,56102 - Unlicensed restaurants and cafes,51.499871,-0.264532,Ealing
277,CAFÉ VEGAN LTD.,277-279 CHISWICK HIGH ROAD,,LONDON,W44PU,56102 - Unlicensed restaurants and cafes,51.492224,-0.261869,Hounslow
278,LOGHMEH LIMITED,277-279 CHISWICK HIGH ROAD,,LONDON,W44PU,56102 - Unlicensed restaurants and cafes,51.492224,-0.261869,Hounslow
279,NIYA LTD,277-279 CHISWICK HIGH ROAD,CHISWICK,LONDON,W44PU,56102 - Unlicensed restaurants and cafes,51.492224,-0.261869,Hounslow
280,NO FILTER COFFEE LTD,277-279 CHISWICK HIGH ROAD,,LONDON,W44PU,56102 - Unlicensed restaurants and cafes,51.492224,-0.261869,Hounslow
281,ZAYANE LIMITED,SUITE 66 BARLEYMOW CENTRE,10 BARLEYMOW PASSAGE,LONDON,W44PH,56102 - Unlicensed restaurants and cafes,51.491845,-0.261768,Hounslow
282,CONTRAST RESTAURANT LIMITED,301-303 CHISWICK HIGH ROAD,,LONDON,W44HH,56102 - Unlicensed restaurants and cafes,51.492607,-0.267703,Hounslow
283,FOOD FIGHT LIMITED,391 CHISWICK HIGH ROAD,,LONDON,W44AR,56102 - Unlicensed restaurants and cafes,51.492082,-0.276596,Hounslow
284,CAFE GROVE LIMITED,7 GROVE PARK ROAD,,LONDON,W43RS,56102 - Unlicensed restaurants and cafes,51.48186,-0.27002600000000004,Hounslow
285,CAFE GROVE PARK LTD,7 GROVE PARK ROAD,,LONDON,W43RS,56102 - Unlicensed restaurants and cafes,51.48186,-0.27002600000000004,Hounslow
286,CD&P CREATIVE LTD,20 GROVE PARK TERRACE,,LONDON,W43QG,56102 - Unlicensed restaurants and cafes,51.483338,-0.274521,Hounslow
287,MAN FOOD LONDON LIMITED,12 MEADE CLOSE,,LONDON,W43NT,56102 - Unlicensed restaurants and cafes,51.487499,-0.282315,Hounslow
288,OK BRIDAL LIMITED,28 DEVONSHIRE ROAD,CHISWICK,LONDON,W42HD,56102 - Unlicensed restaurants and cafes,51.491836,-0.255704,Hounslow
289,COOKRITE RESTAURANT LIMITED,95 CHISWICK,CHISWICK HIGH ROAD,LONDON,W42EF,56102 - Unlicensed restaurants and cafes,51.492701000000004,-0.25219899999999995,Hounslow
290,TRE ROTE CAMDEN LIMITED,89 CHISWICK HIGH ROAD,,LONDON,W42EF,56102 - Unlicensed restaurants and cafes,51.492701000000004,-0.25219899999999995,Hounslow
291,LAGONA LTD,117 CHISWICK HIGH ROAD,,LONDON,W42ED,56102 - Unlicensed restaurants and cafes,51.492656,-0.253345,Hounslow
292,NGON EALING LIMITED,195 CHISWICK HIGH ROAD,,LONDON,W42DR,56102 - Unlicensed restaurants and cafes,51.492290000000004,-0.25719899999999996,Hounslow
293,NGON LONDON LIMITED,195 CHISWICK HIGH ROAD,,LONDON,W42DR,56102 - Unlicensed restaurants and cafes,51.492290000000004,-0.25719899999999996,Hounslow
294,SCANDAL WATER LTD,4 CARLTON GARDENS,,EALING,W42AN,56102 - Unlicensed restaurants and cafes,51.487339,-0.253225,Hounslow
295,ALFS LONDON LIMITED,114 CHISWICK HIGH ROAD,,LONDON,W41PU,56102 - Unlicensed restaurants and cafes,51.493018,-0.252936,Hounslow
296,TRINITY'S CAFE LIMITED,6 BEDFORD PARK CORNER,,LONDON,W41LS,56102 - Unlicensed restaurants and cafes,51.495486,-0.255046,Hounslow
297,FOGADANI LTD,4 BEDFORD CORNER,SOUTH PARADE,LONDON,W41LD,56102 - Unlicensed restaurants and cafes,51.496401,-0.256011,Ealing
298,DURAVITA LIMITED,9 ACTON HILL MEWS,UXBRIDGE ROAD,ACTON,W39QN,56102 - Unlicensed restaurants and cafes,51.508828,-0.27728200000000003,Ealing
299,TARA THAI (ACTON) LTD,1 ACTON HILL MEWS,310-328 UXBRIDGE ROAD,ACTON,W39QN,56102 - Unlicensed restaurants and cafes,51.508828,-0.27728200000000003,Ealing
300,LAYALI ACTON LIMITED,86 STEYNE ROAD,,LONDON,W39NU,56102 - Unlicensed restaurants and cafes,51.509149,-0.272897,Ealing
301,SOMACT LTD,11 HORN LANE,,LONDON,W39NJ,56102 - Unlicensed restaurants and cafes,51.508547,-0.271615,Ealing
302,HORMOZI & CO LTD,44 CHATSWORTH GARDENS,,LONDON,W39LW,56102 - Unlicensed restaurants and cafes,51.509879999999995,-0.27673200000000003,Ealing
303,BEAUTY UNCONDITIONAL LTD,5A GLOUCESTER ROAD,ACTON,LONDON,W38PD,56102 - Unlicensed restaurants and cafes,51.505824,-0.265156,Ealing
304,WHITESTONE & PARTNERS LIMITED,5 THE BROADWAY,"GUNNERSBURY LANE, ACTON",LONDON,W38HR,56102 - Unlicensed restaurants and cafes,51.50235,-0.28134499999999996,Hounslow
305,KAVARNA LTD,52 BRONTE COURT,GUNNERSBURY LANE,LONDON,W38HF,56102 - Unlicensed restaurants and cafes,51.504187,-0.280362,Ealing
306,CAFE MENTA LTD,5 ROMAN CLOSE,,LONDON,W38HE,56102 - Unlicensed restaurants and cafes,51.503074,-0.27379000000000003,Ealing
307,MARY COFFEE LIMITED,14 RICHARD COURT,STANLEY ROAD,LONDON,W38FT,56102 - Unlicensed restaurants and cafes,51.501315999999996,-0.272257,Ealing
308,HOSANNA LONDON LTD,"7 WARTON COURT ,ALL SAINTS ROAD",ALL SAINTS ROAD,LONDON,W38FR,56102 - Unlicensed restaurants and cafes,51.500915,-0.270644,Ealing
309,SUBS UK LIMITED,7 GREENOCK ROAD,LONDON,,W38DU,56102 - Unlicensed restaurants and cafes,51.498593,-0.272374,Ealing
310,YASMINAH LOUNGE LTD,18 WESTERN AVENUE,,LONDON,W37TZ,56102 - Unlicensed restaurants and cafes,51.514159,-0.251162,Ealing
311,LOOCKA LIMITED,148 WESTERN AVENUE,,LONDON,W37TT,56102 - Unlicensed restaurants and cafes,51.515442,-0.25700700000000004,Ealing
312,ACTONLOUNGE LTD,FLAT 2,12 THE VALE,ACTON,W37SB,56102 - Unlicensed restaurants and cafes,51.50694,-0.24576599999999998,Ealing
313,RIO'S PIRI PIRI (CROYDON) LIMITED,183 - 189,THE VALE,LONDON,W37RW,56102 - Unlicensed restaurants and cafes,51.506406,-0.25710700000000003,Ealing
314,RIO'S PIRI PIRI WATFORD LIMITED,183-189 THE VALE,,LONDON,W37RW,56102 - Unlicensed restaurants and cafes,51.506406,-0.25710700000000003,Ealing
315,TAQWA TRADING LTD,183-189 THE VALE,,LONDON,W37RW,56102 - Unlicensed restaurants and cafes,51.506406,-0.25710700000000003,Ealing
